,text,label
4894,Ulrik Saltnes headet inn utligningen etter en times spill. Fire minutter etter tok Glimt ledelsen da Martin Bjørnbak fikk stå upresset inne i feltet og styre ballen i mål. Men TIL-spillerne var forbannet. De mente Lasse Nilsen skulle hatt frispark i forkant.,Goal/Assist
4895,"Først da våknet Arsenal. Héctor Bellerín slo hardt inn på tvers foran mål, West Ham-målvakt Lukasz Fabianski fikk en hånd på den – men klarte ikke slå den lengre enn til Nacho Monreal, som fra fem meter kunne legge ballen til rette og smelle inn utligningen.",Goal/Assist
4896,"I den andre omgangen dunket Mané ballen i mål på pasning fra Roberto Firmino, og selv om senegaleseren sto en god meter i offside, lot assistentdommeren flagget ligge.",Goal/Assist
4897,Med fem minutter igjen på klokka skapte Ulland Andersens skrudde corner kaos på Rosenborg-streken. Ballen gikk via Meling og Rosenborg-keeper Hansen og i mål.,Goal/Assist
4898,"Anders Trondsen gjorde en skjebnesvanger pasningsfeil 15 minutter før slutt, og serverte ballen i beina på Forrest. Han spilt Edouard. Alene mot Hansen gjorde han ingen feil, og løftet ballen enkelt i mål.",Goal/Assist
4899,"Vegar Eggen Hedenstads frispark fra 35 meter fant Reginiussen, som vaket helt på offsidegrensen, på bakerste stang. Stopperen  fikk en fot på ballen, og foran mål ventet Marius Lundemo, som kunne spasere ballen i mål fra to meter.",Goal/Assist
4900,"Etter 66 minuttere viste sveitserne frem angrepsspill av høy klasse. Etter flere hurtige kombinasjoner endte midtstopper Fabian Schär opp med å hælflikke ballen tilbake til Seferovic, og angriperen prikket inn 4-0. Kun minutter senere
                        jublet hjemmefansen for kveldens femte mål, men det ble annullert for offside.",Goal/Assist
4901,"Så skjedde det som ikke skulle skje. Norge dominerte også i starten av andre omgang, men Bulgaria vartet opp med et angrep av høy klasse. Innlegget fra Strahil Popov var godt, det samme var headingen fra innbytter Radoslav Vasilev.
                        Ballen lurte seg i mål ved stolpen til en utspilt Rune Almenning Jarstein, og Bulgaria ledet 1-0 mot spillets gang.",Goal/Assist
4902,"Maars Johnsen fikk sin sjanse nummer to rett før pause. Men står fortsatt med ett mål på sine åtte landskamper. Elyounussi sto igjen for et lekkert forspill. Men i stedet for å banke ballen opp i nettaket, ble den en markkryper som Iliev enkelt reddet.",sjanse
4903,"Sadio Mané kom seg rundt på kanten og slo inn mot Firmino som sto klar til å løpe ballen i mål. En desperat Vertonghen fikk slengt ut en fot og sendt ballen i stolpen. Returen virket å falle rett i klypene til Vorm, men nederlenderen
                        lot utrolig nok ballen gå mellom nevene. Dermed fikk Firmino en enkel jobb med å sette inn 2-0.",Goal/Assist
4904,"Norge var fremdeles best, men Kypros hadde tydelig fått en fortjent skjennepreken i pausen, og var mer med på notene. I det 68. minutt kom de på en farlig kontring, og kunne redusert. Fotis Papoulis fikk ballen snaue syv meter fra
                        Norges mål, men heldigvis for Norge var avslutningen svært tam, og Rune Almenning Jarstein kunne redde enkelt.",sjanse
4905,På bakerste stolpe dukket Bale opp og skjøt inn sitt første for sesongen og Real Madrids andre for kvelden. ,Goal/Assist
4906,"Bilal Njie hadde stilt siktet bedre inn, fra 16 meter prikket han ballen ned i hjørnet. Etter en drøy halvtime fikk Njie sjansen til å doble da han løp fra KBK-forsvaret, men McDermott reddet. Også Tobias Lauritsen fikk sin mulighet i en omgang Odd vant sjansestatistikken 6–1, men ballen strøk stolpen. ",Goal/Assist
4907,"Det begynte imidlertid dårlig da nyervervelsen Fabinho, som var fast straffeekspeditør for gamleklubben Monaco, bommet fra ellevemeteren.",sjanse
4908,"Den norske kraftspissen fikk ballen inne i Swansea-boksen, vendte opp og tok et par touch før han hamret ballen forbi svenske Kristoffer Nordfeldt i Swansea-buret. ",Goal/Assist
4909,"MLS-ferskingene så ut til å ta tre sikre poeng i byderbyet, og Diomandé hadde muligheten til å punktere da han hamret ballen i stolpen, men i det 82. minutt meldte ligaens ubestridte stjerne, Zlatan Ibrahimovic, seg på. Svensken spilte frem Romain Alessandrini som trillet inn 1–2.",Goal/Assist
4910,"Poengdeling var likevel langt fra godt nok for Galaxy, og med 20 minutter igjen å spille havnet en retur på brystkassen til lagets superstjerne. Ibrahimovic la ballen til rette, lot den sprette før han hamret ballen i lengste hjørne. Sitt første hattrick i MLS feiret svensken  ved å rive av seg trøyen og løpe med armene strukket ut i bar overkropp.",Goal/Assist
4911,Og da Viktor Claesson hamret ballen i krysset fra 20 meter etter 49 minutter trodde de fleste at svenskene hadde avgjort på hjemmebane mot lamslåtte tyrkere med 2–0. ,Goal/Assist
4912,"Et kvarter senere slo Eden Hazard inn en spiker i Bournemouth-kisten. Hazard fant Marcos Alonso godt plassert. Venstrebacken ventet til Hazard var i posisjon igjen, og ga ballen tilbake. Belgieren hamret inn 2-0.",Goal/Assist
4913,Kun minuttet senere var det Izair Eminis tur til å bomme på en enorm sjanse inne i RBKs boks. Han skjøt utenfor fra meget god posisjon.,sjanse
4914,"Han satte også 3–0 i nettet ni minutter før slutt. Innbytterduoen Magnus Wolff Eikrem og Petter Strand kombinerte, Eikrem skjøt, avslutningen ble blokkert, men ingen stoppet Håland. 18-åringen dempet det mislykkede skuddet, gikk rundt keeper og trillet sitt andre og Moldes tredje i mål.",Goal/Assist
4915,"(Liverpool – Brighton 1-0) En Mohamed Salah-scoring sørget for ny Liverpool-seier. Ni poeng på tre kamper, null baklengsmål og tabelltopp – en perfekt sesongstart. ",Goal/Assist
4916,"Allerede i første kamp for gultrøyene fra Romerike, markerte den 185 centimeter høye angriperen seg med scoring da Lillestrøm tok et poeng i hjemmemøtet med Molde. ",Goal/Assist
4917," ​Se Pogbas scoring mot Leicester øverst!

",Ignore
4918,Man hører ofte om rekordraske hat trick. Som Sadio Manés smått utrolige tre mål på to minutter og 53 sekunder for Southampton mot Aston Villa i 2015.,Goal/Assist
4919,"Stillingen holdt nesten ut omgangen. Tre minutter før pause satte Lionel Messi et frispark i stolpen. Gerard Piqué, som lørdag kunngjorde at han trekker seg fra det spanske landslaget, var først på returen etter at den var borti Sevilla-målvakten,
                        og plasserte den i mål for Barcelona – 1–1.",Goal/Assist
4920,"På Uniteds ellers ganske så mislykkede USA-turné, var han et av få lyspunkt. I 1-4-tapet mot erkerival Liverpool, scoret han Manchester Uniteds eneste mål med et fantastisk frispark. Han leverte også en svært god kamp mot AC Milan.
                        Forholdet til Mourinho reparerte han med det samme han vendte tilbake til Manchester.",Goal/Assist
4921,"Etter 16 minutters spill satte Everton-spiller Richarlison inn sitt første, før Philippe Coutinho gjorde 3-0 etter halvtimen.",Goal/Assist
4922,"Men Morten Thorsby har vært i fantastisk form for sitt Heerenveen denne sesongen og styrte inn 3–1 med hodet, etter at målvakt Ibrahimov igjen hadde satt seg selv ute av spill med hasardiøst keeperspill. ",Goal/Assist
4923,"På stillingen 3-1 var det Ola Kamara sin tur til å vise seg fram. Nordmannen hadde allerede etter 17 minutter stanget en ball i stolpen da han fikk sin andre store mulighet på hodet ti minutter etter pause. Etter et godt frispark fra
                        dos Santos steg Kamara til værs og satte inn sitt første seriemål på en god stund – hans tiende for sesongen.",Goal/Assist
4924,"Ti minutter før slutt forsøkte Gylfi Sigurdsson seg med en tunnel, ble lest av Dries Mertens, som slo inn til Romelu Lukaku. Han styrte inn 3–0 og 0–9 i samlet målforskjell på Islands to første Nations League-kamper.",Goal/Assist
4925,"Norge startet forrykende og hadde i løpet av seks minutter de norske jentene gått opp i 2-0. Først var det Ingrid Syrstad Engen som styrte inn 1-0 etter et hjørnespark, før Isabell Herlovsen brøytet vei og fint satte inn 2-0.",Goal/Assist
4926,"I det 89. minutt ble Moi spilt frem på venstrekanten, og la perfekt inn til Manolo Gabbiadini som ikke fikk styrt headingen på målet. ",sjanse
4927,Etter Demidovs elegante 1–0-scoring var det Molde som styrte banespillet. Stabæk kontret derimot inn 2–0 etter en nydelig pasning fra nylig signerte Aboubakar Keita som fant Boli på vei gjennom.,Goal/Assist
4928,"Han fikk se at Thomas Müller ga vertene ledelsen etter 23 minutter da han headet inn en corner. Ádám Szalai utlignet etter 57 minutter, da han kranglet inn utligningen med en kontant avslutning i det lengste hjørnet. ",Goal/Assist
4929,"Ranheim gikk ut i hundre fra start av i andre omgang, og det tok ikke mange minuttene før Kristoffer Løkberg stupheadet inn utligningen etter Aleksander Foosnæs’ gode innlegg.",Goal/Assist
4930,"Ruud-perleLedermålet var at den enkle sorten. Mer spektakulært var utligningen til Espen Ruud kun fire minutter senere. Forsvarsveteranen fikk sjansen på frispark fra utenfor 16-meteren og prikkskjøt ballen strålende
                        i hjørnet.",Goal/Assist
4931,"Giroud hadde inntatt servitørrollen på Stamford Bridge. Snaut ti minutter før pause kombinerte han fint med Eden Hazard, som fosset mot 16-meteren og satte inn utligningen med en markkryper i det lengste hjørnet.",Goal/Assist
4932,"To minutter før pausesignalet kom imidlertid utligningen. Scott Sinclair kom seg fri på høyresiden. Han fant Odsonne Edouard. Franskmannen som kom fra Paris Saint Germain for rekordsummen 100 millioner kroner gjorde opp for en del av pengene, med en kjapp avslutning i mål, hvor han lurte Even Hovland i forkant.",Goal/Assist
4933,"Nykomlingen Flamur Kastrati (26) skjøt seg inn i Kristiansund-tilhengernes hjerter da han smelte inn 1–0 på Sarpsborg stadion. Tidligere Sarpsborg-spiller Liridon Kalludra økte til 2–0 helt i starten på 2. omgang. Ronnie Schwartz reduserte for vertene, men en sterk sluttspurt fra sarpingene holdt ikke til poeng.",Goal/Assist
4934,"Den tidligere Stabæk-spilleren fikk en avslutning fra kloss hold i armen, og etter bruk av VAR fikk Zwolle straffespark og Thorsby ble utvist. Zwolle reduserte, men Heerenveen holdt unna til en 3-2-seier.",Goal/Assist
4935,"Det ble imidlertid spenning i kampen da Andre Gray reduserte 25 minutter før slutt, men bortelaget klarte til slutt å ro seieren i land.",Goal/Assist
4936,Det var et skikkelig Godset-kjør i Skien etter at Kristoffer Tokstad reduserte i det 50. minutt. 27-åringen pirket inn ballen bak Odd-keeper Sondre Rossbach i kjølvannet av en corner.,Goal/Assist
4937,"Isabell Herlovsen viste også klasse da hun reduserte til 3–1 for Vålerenga i 2. omgang, men hennes praktscoring ble den eneste for gjestene. Guro Reiten ble mot slutten flyttet ned i midtbaneleddet for å hjelpe til med å sikre seieren.",Goal/Assist
4938,"Start kom med et skremmeskudd i starten av den andre omgangen da Kevin Kabran sendte avgårde en suser med strak vrist og reduserte, men mot slutten av kampen viste både Gilbert Koomson og Ludcinio Marengo hva de er gode for, og kampen endte 4–1 til serielederne i Bergen. ",Goal/Assist
4939,"I begynnelsen av andreomgang var Haugesund bedre med, og sju minutter etter pause burde Ibrahima Koné redusert til 1-2, men ungguttens heading gikk like utenfor.",sjanse
4940,"Derfor ser det bra ut, for Everton, selv om det forsvarsmessig var en rufsete kamp. Mark Hughes og Southampton skapte mest, men Danny Ings (spesielt) og Charlie Austin misbrukte mange, store sjanser før Ings endelig reduserte til 2–1 etter 54 minutter.",Goal/Assist
4941,"Men kvarteret før slutt reduserte brasilianske Junior for Shkëndija, og ga laget fra Makedonia et ørlite håp.",Goal/Assist
4942,"3–0 kom i 2. omgang, på nok en kontring, da Ohi spilte Njie som fant Boli på bakerste stolpe. Han scoret sitt andre for dagen og Stabæks tredje. Molde reduserte ved innbytter Eirik Hestad halvveis ut i 2. omgang, men det var for lite og for sent for romsdalingene.",Goal/Assist
4943,"Tidligere på kvelden snudde Nice 0-1 til 2-1 mot Rennes. Malang Sarr ga Rennes ledelsen like før timen var spilt, men to sene scoringer av Allan Saint-Maximin og Pierre Lees Melou sørget for tre poeng til Nice.",Goal/Assist
4944,Alle de tre fremme hos Liverpool ender opp veldig sentralt i mange angrep. Eksemplifisert i videoen over med Sadio Manés 1-0-mål lørdag.,Ignore
4945,"Neal Maupay ga Brentford ledelsen i det 23. minutt etter sløvt forsvarsspill fra hjemmelaget. Jonathan Kodjia utlignet til 1-1 før pause, men Villa var i trøbbel igjen da Maupay utnyttet nok en glipp i forsvarsrekken foran Nyland og
                        sendte gjestene tilbake i føringen åtte minutter før slutt.",Goal/Assist
4946,"Etter 39 minutter tok imidlertid Liverpool-ledelsen, og scoringen kom etter en lang kjede av personlige feil fra Tottenham. Først ga Eriksen bort ballen unødvendig, og hjemmelagets forsvar måtte gi bort en corner.",Goal/Assist
4947,"Først sendte han en flott pasning til Ryan Fraser som sendte Bournemouth i ledelsen. Samme mann sørget for 2–0, før King gjorde alt selv.",Goal/Assist
4948,For da Mehmedi nærmest løp inn 6–0 i St. Gallen hadde det lenge vært klart at dette rett og slett ble en marerittstart for Island på Nations League. Sveits sto for en overkjøring fra de tok ledelsen etter 13 minutter ved Steven Zuber. ,Goal/Assist
4949,"I stedet var det backen Dani Carvajal som sendte hjemmelaget i ledelsen, med hodet, etter 19 minutters spill. ",Goal/Assist
4950,"Jonathan Kodjia ga Villa ledelsen etter 21 minutter med sin første scoring på elleve måneder, men Chalobahs utligning etter 36 minutter sørget for uavgjort. Ipswich fikk Tayo Edun utvist etter 39 minutter etter to gule kort, uten at
                        Villa evnet å ta vare på mannskapsmessig overtall.",Goal/Assist
4951,Seieren var heller aldri truet. Angel Di Maria sendte PSG i ledelsen med et strålende frispark. Ledelsen ble doblet av Christopher Nkunku før pause. ,Goal/Assist
4952,"På forsøk nummer to var han like sikker, Molde tok ledelsen etter fem minutter og Ole Gunnar Solskjærs avgjørelse om å hente Håland hjem fra G19-EM ga umiddelbar avkastning.",Goal/Assist
4953,"Mbappé sendte tidlig Frankrike i ledelsen, men Ryan Babel utlignet tjue minutter før slutt.",Goal/Assist
4954,Julian Draxler tok vare på sjansen fra start og sendte PSG i ledelsen midtveis i førsteomgang på hodet etter et nydelig fremspill av Marco Verratti. Fem minutter etter pause fikset Edinson Cavani straffespark. Uruguayaneren tok det selv og la på til 2-0 for pariserne.,Goal/Assist
4955,"Etter pause lot han ballen gli mellom hendene hans slik at Roberto Firmino enkelt kunne doble ledelsen på Wembley, i det som egentlig skulle vært åpningskampen på nye White Hart Lane, men som ennå ikke står klar. ",Goal/Assist
4956,"Watford økte ledelsen med tjue minutter igjen å spille. Fra sin venstrekant så José Holebas at Hennessey sto langt ute. Og da alle forventet et innlegg sendte grekeren ballen i en perfekt bue over Crystal Palace-keeperen, og doblet
                        ledelsen.",Goal/Assist
4957,"Etter 34 minutter sendte Thelin Sverige i ledelsen etter først å ha stanget ballen i stolpen før han selv in returen til 1–0. Målet var hans første på landslaget siden 25. mars 2017, ifølge Aftonbladet. ",Goal/Assist
4958,"Allerede etter ti minutters spill headet Adam Nemec slovakene i ledelsen, men midtveis i førsteomgang var brukbart med og skapte noen halvsjanser som fort kunne blitt farlig.",Goal/Assist
4959,"Lillestrøm ledet 1–0 etter scoring av nykommer Arnór Smárason, men Molde utlignet før pause ved Fredrik Aursnes og tok ledelsen da Etzaz Hussain skled en fin pasning fra Erling Braut Håland i mål.",Goal/Assist
4960,"Michel Vorm har ikke høyden på sin side som keeper, og det kom til syne på det påfølgende hjørnesparket. Nederlenderen var først ute og bakset i feltet uten å få den klarert skikkelig. Den falt på hodet til Georginio Wijnaldum som
                        stanget ballen mot buret. Vorm slang seg tilbake og det virket som om reservekeeperen hadde parert, men mållinjeteknologien og klokken til dommer Michael Oliver sa noe annet.",Goal/Assist
4961,"Lars Arne Nilen måtte åpenbart ha sagt noe fornuftig i pausen, for det tok bare fire minutter før Brann økte ledelsen til 2-0. Nok en gang var det et langt innkast som havnet i beina til en spiller med rød drakt. Denne gangen var det
                        Steffen Lie Skålevik som straffet Sarpsborg 08, og satte ballen i nettet fra kloss hold.",Goal/Assist
4962,"Ro sørget ikke minst de to scoringene mot Sandefjord for. Etter at spissmakker Thomas Lehne Olsen hadde gitt Lillestrøm ledelsen i første omgang, satte Smarason nummer to og tre etter strålende forabeid av Erik Brenden.",Goal/Assist
4963,"Makedonsk sjansebonanza og straffebom nummer én i 1. omgangVertene var imidlertid nære ved å ta ledelsen flere ganger i oppgjøret, og først etter et kvarter, da et frispark fra Besart Ibraimi gikk via to hjemmehoder,
                        skiftet redning og satte André Hansen på en virkelig prøve. En enorm reaksjon hindret baklengsmål, og Shkëndija",sjanse
4964,"Pione Sisto kunne doblet ledelsen like etter, men Hennessey reddet Celta-spillerens volley med en praktfull enhåndsredning.",sjanse
4965,"Chelsea kunne tillate seg å hvile noen av stjernene i den bosniske hovedstaden, og gjorde likevel kort prosess med hjemmelaget i 16-delsfinalen. Millie Bright scoret allerede i det 6. minutt, og Drew Spence doblet ledelsen halvveis
                        i første omgang.",Goal/Assist
4966,"Bortelaget hadde flere gode muligheter til å øke ledelsen før pause, men et rufsete Ranheim-forsvar slapp med skrekken, blant annet etter at Foosnæs reddet Engbloms gode chip, på streken.",sjanse
4967,Drøye tre minutter senere doblet Romelu Lukaku ledelsen da han dukket opp i feltet og kjempet inn 2-0-scoringen for gjestene. Det ble også resultatet til pause.,Goal/Assist
4968,"Willian driblet seg ned til linjen og la inn. På bakerste hadde Kanté, som hadde fått mer offensiv frihet etter Jorginhos ankomst, skaffet seg rom. Midtbanemotoren tok ballen på direkten med venstre, ballen spratt i bakken og over
                        keeper – og bortelaget var i ledelsen.",Goal/Assist
4969,"I likhet med Burnley måtte også Tottenham se seg slått søndag. London-klubben tok ledelsen etter et klønete selvmål av Abdoulaye Doucouré, men i løpet av seks minutter i den andre omgangen snudde Watford kampen.",Goal/Assist
4970,"Og rett før pause fikk vertene en sjelden sjanse etter et langt innkast. Samuelsen, som er lånt inn fra West Ham, vant duellen mot Ajax-spilleren Nicolás Tagliafico og skjøt Venlo i føringen.",Goal/Assist
4971,Det ble en drømmestart i solskinnet på Intility Arena. Publikum hadde knapt rukket å satt seg før Ingrid Syrstad Engen sendte Norge i føringen. ,Goal/Assist
4972,"De to Asensio-øyeblikkene kom etter at Saul Niguez hadde sendt Spania i føringen. Niguez noterte seg for sitt første landslagsmål mot England i helgen, og hjemme i Elche, Atlético Madrid-spillerens fødeby, doblet midtbanespilleren
                        målkontoen med et nådeløst hodestøt etter et glitrende Spania-angrep.",Goal/Assist
4973,"Det gikk ikke lang tid før tittel-utfordrer nummer en, Brann, var i føringen. Et nærmest perfekt angrep fra et 4–3–3-lag, ballen gikk fra sentral midtbane, Ruben Yttergård Jenssen, til venstre indreløper Kristoffer Barmen, til venstre kantspiller Gilbert Koomson - og innlegg på hodet til spissen, nyinnkjøpte Daouda Bamba.",Goal/Assist
4974,"Men da det gjenstod ni minutter kom Marcos Alonso til unnsetning og banket Chelsea i føringen. Spanjolen regisserte den første scoringen, og ble selv den store helten da han ble matchvinner på tampen av kampen mot Arsenal.",Goal/Assist
4975,"Etter snaut en times spill kom Gareth Bale seg løs på høyresiden og han kunne legge på til 3-1, før han med ti minutter igjen å spille fant Benzema på blankt mål. Franskmannen fastsatte resultatet til 4-1 med kveldens andre.",Goal/Assist
4976,"Caroline Graham Hansen er i storform og lå bak det aller meste Norge skapte. Laget hadde allerede hatt et par gigantsjanser da hun i det 11. minutt sendte en lur stikker til Ingrid Moe Wold, som stormet inn i feltet og la hardt inn.
                        Isabell Herlovsens styring ble blokkert, men returen gikk til Utland, som skjøt i tomt mål.",Goal/Assist
4977,"Det tok ham ikke mer enn tre minutter å score Premier League-sesongens aller første mål. Et vakkert Manchester United-angrep endte med et tåskudd fra Alexis Sánchez, som Leicester-kaptein Wes Morgan blokkerte. Ballen gikk deretter i hånden på Daniel Amartey, og dermed straffe.",Goal/Assist
4978,"Der scoret Dinamo Minsk først, Zenit utlignet - og fikk straffe snaue fem minutter før slutt. Den ble ekspedert i mål, og to nye mål av VM-helt Artem Dziuba gjorde at Zenit vant kampen 8–1 og tok seg videre til Europa League-playoff med sammenlagtsifrene 8–5. ",Goal/Assist
4979,"Og sistnevnte sørget for at Molde reiser til Albania med et strålende utgangspunkt. Et innlegg fra Petter Strand drøye ti minutter før slutt fant hodet til Leke James, som nikket inn sitt første mål for sin nye klubb og sørget for at Leke-stuen var komplett.",Goal/Assist
4980,"Etter 65 minutter fikk Liverpool-spiller Georginio Wijnaldum en enorm mulighet til å utligne, men skuddet gikk utenfor Alphonse Aréolas mål.",sjanse
4981,"Spilte 80 minutt i 0-2-tapet for Chelsea, Bournemouths første for sesongen. Har scoret ett mål på sesongens fire første kamper.",Goal/Assist
4982,"På stillingen 1–1 holdt han Lasse Nilsen i armen. Tromsø-spilleren gikk i bakken. Den kraftige Glimt-spilleren fra Mo i Rana fikk stå upresset inne i feltet, og styre inn seiersmålet. Etterpå innrømmet han ulovligheter. Men angret ikke.",Goal/Assist
4983,"Det var lagt til fem minutter, men da kampuret viste 96:26 stanget Alfred Scriven inn seiersmålet for Mjøndalen, etter et perfekt slått innlegg fra Olsen Solberg. ",Goal/Assist
4984,"Og etter 55 minutter viste 22-åringen frem skuddteknikk av aller ypperste merke. Pau Morer kom seg ned til dødlinjen på venstresiden, og la ballen 45 grader ut i feltet. Med en kontrollert innsidevolley fra 14 meter plasserte Kurtovic ballen i motsatt kryss.",Goal/Assist
4985,Et frispark fra Fredrik Haugen ble headet på tvers i feltet og der dukket innbytter Peter Orry Larsen opp. Midtbanespilleren fikk en enkel jobb med å sette inn 1–0. ,Goal/Assist
4986,"Like før ordinær tid var ute kom situasjonen der Stabæk fikk straffespark etter det som dommeren mener skal ha vært holding i feltet. Boli satte ballen i keeperhøyde og gjorde det enkelt for Holmen Johansen, men han fikk altså sin
                        revansj på overtid med sin utligning til 3-3.",Goal/Assist
4987,Rijeka fikk en god mulighet etter at Aleksandr Vasyutin glapp ballen i feltet etter 23 minutter. Patrick Mortensen var reddende engel for sarpingene og headet unna fra streken. ,sjanse
4988,"Elyounoussi og Ings var involvert i flere farligheter for «The Saints». Elyounoussi fikk en pasning fra Ings som han muligens burde omsatt i scoring, men ble litt for nølende inne i feltet, og James Tarkowski fikk blokkert.",sjanse
4989,På det påfølgende hjørnesparket fikk samme Rossbach kloa i ballen rett før den passerte målstreken etter kaos i feltet.,Goal/Assist
4990,1–0 kom tidlig da Jeppe Moe stakk avgårde i feltet etter en dødball og fikk sklidd gjennom Moussa Njie. Han tuppet enkelt inn åpningsmålet. Men Sandefjord utlignet etter 32 minutter ved «Rufo» Alcaraz - spanjolen vendte nydelig vekk Hernandez og la ballen i korthjørnet til 1–1.,Goal/Assist
4991,Tottenhams ledermål fikk Watford til å våkne. Ikke mange minuttene etter headet Alderweireld innlegget fra Troy Deeney i egen tverrliggeren.,Goal/Assist
4992,"Boadu stod med tre mål på fire kamper før denne runden, og stod for den målgivende pasningen til Albert Gudmundsson på AZs ledermål i dette oppgjøret før han måtte ut på båre.",Goal/Assist
4993,"Hjemmelaget var best i stort sett alt som foregikk på Brann stadion. Like før pause burde Steffen Lie Skålevik sendt bergenserne i føringen, men Daniel Kvande reddet på streken. Rødtrøyene fortsatte å styre spillet  i annenomgang og etter en snau time kom den forløsende scoringen. ",Goal/Assist
4994,"Etter pause var det Valencia-spiss Rodrigo Moreno som viste frem sin hurtighet og økte til 4–0 etter pasning fra Asensio, før Sergio Ramos stanget inn 5–0 på corner fra Asensio, midtstopperens fjerde mål på seks kamper denne sesongen. Real Madrid-lagkamerat Isco sørget for 6–0, etter å ha blitt frispilt av – ja, du gjettet riktig: Marco Asensio.",Goal/Assist
4995,I januar ble Klavan for øvrig første estiske målscorer i engelsk Premier League da han scoret på overtid i 2-1-seieren mot Burnley.,Goal/Assist
4996,"Serbecics scoring så ut til å gi trønderne selvtillit, og da Anders Trondsen løp fra alt og alle på venstre kant, ti minutter før pause, gjorde han resten av jobben enkel både for målscorer Søderlund og resten av Rosenborg-laget.",Goal/Assist
4997,"Alexis Sánchez var alt annet enn småfarlig da han satte fart etter en halvtime. Chileneren dro seg forbi to Watford-forsvarere før han banket til i Fosters korthjørne. Den tidligere Manchester United-keeperen klarte med nød og neppe
                        å fiste ballen over tverrliggeren og til hjørnespark.",sjanse
4998,"Like etter pause la Marko Livaja på til 2-0, og da lyste alarmen for fullt mot Celtic. Gjestene måtte fram for å score minst to mål.",Goal/Assist
4999,"Det sto 0-0 til pause etter en jevnspilt første omgang på Rujevica stadion. Nærmest mål før hvilen var Rijeka, men Mortensen avverget på streken.",sjanse
5000,Det ble imidlertid ikke noe comeback for vertene. For kvarteret før slutt feiet Thorsby all tvil til side da han steg til værs på et frispark og headet inn 3-1-målet til Norge forbi den aserbajdsjanske keeperen på halvdistanse.,Goal/Assist
5001,"For nå svingte det virkelig av Rosenborg. Levi dro seg utover, og fikk akkurat slått inn. Foran mål ventet Bendtner, som knuste oppasseren i lufta, og fikk headet i bakken mot lengste kryss. Keeper Zahov strakk seg, men ikke langt nok. Dermed 2–0.",Goal/Assist
5002,"Islendingen som er hentet på lån til Lillestrøm fra svenske Hammarby ut sesongen, har fått kallenavnet «Smaradona» - men det er neppe for scoringer av den typen han satte mot Sandefjord. For etter at spissmakker Thomas Lehne Olsen hadde gitt Lillestrøm ledelsen 1–0 på en kontrollert avslutning alene med Sandefjord-keeper Eirik Holmen Johansen, handlet Smarasons to mål om å være på rett sted til rett tid. ",Goal/Assist
5003,Vålerenga kunne til slutt innkassere en 1-0-seier etter Bård Finnes frisparkmål. Det var Vålerengas tredje strake seier. Hovedstadslaget ligger nå på sjetteplass med fem poeng opp til Haugesund på medaljeplass.,Goal/Assist
5004,"Guro Reiten, Ingrid Moe Wold og Anja Sønstevold ga LSK 3-0-ledelse ved pause i LSK-hallen søndag. Emilie Haavi (på direkte frispark) og Ingrid Kvernvolden la på til 5-0 før gjestene fikk sitt trøstemål ved Julie Hoff Klæboe rett før slutt.",Goal/Assist
5005,"De første 20 minuttene av kampen ble en aldri så liten stillingskrig, men etterhvert tok Norge over føringen. Simen Nordli herjet med det engelske forsvaret, og kom til flere gode sjanser - han sto også for første omgangs aller største mulighet, da han banket et frispark i tverrliggeren. ",sjanse
5006,"Men gleden ble kortvarig, for igjen skulle Espen Ruuds høyrefot skape trøbbel for Glimt. I april senket han nordlendingene med et «vanvittig» treff på frispark, og i returen gjorde han det samme, med et knallhardt skudd som satt limt i krysset bak hjemmekeeper Ricardo Friedrich.",Goal/Assist
5007,Han kunne scoret to ganger i Sofia. Men bommet med noen centimeter på  Elyounoussis innlegg etter 38 minutter. Etter pause prøvde han seg på et frispark som keeper Plamen Iliev bokset vekk. Det var angriper Bjørn Maars Johnsen som hadde de aller største sjansene – først etter Birger Melings innlegg etter fem minutter.,sjanse
5008,"Hans andre fulltreffer var like minst like frekt som feiringen av det første. Sammen med høyrebente Moi Elyounoussi (som tar flest dødballer) stilte han seg opp til å skyte frispark: Urko Pardo forlot keeperhjørnet sitt, mens Johansen plasserte ballen kontrollert i det åpne hjørnet.",Goal/Assist
5009,"Shaqiri med frispark-mål​Andreomgang startet ikke stort bedre for islendingene. Shaqiri tok nok et frispark fra skrått hold, og denne gang dunket Liverpool-spilleren ballen
                        inn i det lengste hjørnet til 3-0.",Goal/Assist
5010,City presset på for vinnermålet i sluttminuttene. Aller nærmest var de da Agüero dundret et frispark i tverrliggeren fire minutter på overtid.,sjanse
5011,Lagene gikk til pause på stillingen 2–1 til gjestene etter at svensken hadde headet mågivende til Giovanni Dos Santos.,Goal/Assist
5012,"Cristiano Ronaldo kastet seg frem på innlegget fra venstre i det 87. minutt, krasjet med keeper og et lite øyeblikk senere fikk Mario Mandzukic headet ballen så vidt over streken. ",Goal/Assist
5013,KRISTIANSUND (VG) Kristiansund solgte Daouda Bamba (23) for åtte millioner og hentet inn Flamur Kastrati (26) til en brøkdel av summen. Etter debuten er Oslo-gutten offensiv.,Transfer
